Name,Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The Daring Game for Girls,20617,0.0,0.2,0.0,0.0,0.02,0.22
Mega Man Zero 3,7200,2004.0,0.16,0.06,0.0,0.0,0.22
Crazy Climber,7186,1981.0,0.21,0.01,0.0,0.0,0.22
Mobile Suit Gundam Seed,7196,2003.0,0.0,0.0,0.22,0.0,0.22
Moshi Monsters: Katsuma Unleashed,21085,4026.0,0.03,0.17,0.0,0.02,0.22
Kartia: The Word of Fate,7247,1998.0,0.05,0.03,0.12,0.01,0.22
Breath of Fire,7172,2001.0,0.11,0.04,0.06,0.0,0.22
Pass the Pigs,7286,2008.0,0.2,0.0,0.0,0.02,0.22
64 de Hakken! Tamagotchi Minna de Tamagotchi World,7148,1997.0,0.0,0.0,0.22,0.0,0.22
Samurai Jack: The Amulet of Time,7285,2003.0,0.16,0.06,0.0,0.0,0.22
Record of Agarest War Zero,20374,2010.0,0.18,0.0,0.03,0.02,0.22
Super Adventure Island,7187,1992.0,0.0,0.0,0.22,0.0,0.22
Dino Stalker,7194,2002.0,0.07,0.06,0.08,0.02,0.22
Hatsune Miku: Project Mirai 2,7166,2013.0,0.0,0.0,0.22,0.0,0.22
Capcom vs. SNK,7252,2000.0,0.0,0.0,0.22,0.0,0.22
Sports Car GT,7289,1999.0,0.12,0.08,0.0,0.01,0.22
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,7277,2007.0,0.0,0.0,0.22,0.0,0.22
Discovery Kids: Dolphin Discovery,7164,2008.0,0.21,0.0,0.0,0.01,0.22
Blazblue: Continuum Shift Extend,36861,6034.0,0.03,0.05,0.12,0.02,0.22
Legend of Kay,50505,8045.0,0.14,0.07,0.0,0.02,0.21999999999999997
Scribblenauts Unmasked: A DC Comics Adventure,21038,4026.0,0.19,0.0,0.0,0.02,0.21000000000000002
Zoo Hospital,22279,4015.0,0.17,0.01,0.0,0.01,0.21000000000000002
Around the World in 80 Days,21688,4014.0,0.03,0.15000000000000002,0.0,0.02,0.21000000000000002
Assassin's Creed Chronicles,37936,6048.0,0.03,0.12,0.02,0.03,0.21000000000000002
NHL 2K7,37362,6018.0,0.19,0.0,0.0,0.02,0.21000000000000002
Kuroko's Basketball: Miracle Game,21210,4026.0,0.0,0.0,0.21000000000000002,0.0,0.21000000000000002
Sengoku Basara 2 Heroes,23751,4014.0,0.0,0.0,0.21000000000000002,0.0,0.21000000000000002
Bratz Kidz,22378,4016.0,0.19,0.0,0.0,0.01,0.21000000000000002
Frogger Beyond,21085,4004.0,0.16,0.05,0.0,0.0,0.21000000000000002
Capcom vs. SNK 2 EO,20696,4005.0,0.16999999999999998,0.04,0.0,0.0,0.21000000000000002
Black & Bruised,21955,4006.0,0.12,0.06999999999999999,0.0,0.02,0.21000000000000002
Blades of Time,20936,4024.0,0.11000000000000001,0.06,0.01,0.02,0.21000000000000002
Metal Slug Anthology,37974,6020.0,0.13999999999999999,0.01,0.03,0.02,0.21000000000000002
Baroque,21344,4015.0,0.12000000000000001,0.04,0.02,0.01,0.21000000000000002
Rock Band Country Track Pack 2,36081,6033.0,0.2,0.0,0.0,0.02,0.21000000000000002
7 Wonders of the Ancient World,21105,4014.0,0.17,0.01,0.0,0.02,0.21000000000000002
Street Fighter Collection,21028,3993.0,0.0,0.0,0.2,0.01,0.21000000000000002
Animal Planet: Vet Life,21004,4018.0,0.19,0.0,0.0,0.02,0.21000000000000002
I'm A Celebrity: Get Me Out of Here!,22278,4018.0,0.0,0.2,0.0,0.01,0.21000000000000002
Blood Bowl,22272,4018.0,0.14,0.05,0.0,0.02,0.21000000000000002
Hot Shots Tennis: Get a Grip,7404,2010.0,0.06,0.0,0.13,0.01,0.21
Toukiden 2,37437,6048.0,0.0,0.0,0.21,0.0,0.21
Little Battlers eXperience: Baku Boost,7483,2012.0,0.0,0.0,0.21,0.0,0.21
Now! That's What I Call Music: Dance & Sing,7374,2011.0,0.0,0.18,0.0,0.04,0.21
Conflict Zone,7356,2002.0,0.1,0.08,0.0,0.03,0.21
Disaster Report,7333,2002.0,0.03,0.02,0.15,0.01,0.21
Cabela's Big Game Hunter: Ultimate Challenge,7317,2001.0,0.12,0.08,0.0,0.01,0.21
Angel Blade: Neo Tokyo Guardians,7426,1997.0,0.12,0.08,0.0,0.01,0.21
Obscure: The Aftermath,20711,4017.0,0.16999999999999998,0.03,0.0,0.03,0.21
Naruto: Clash of Ninja (JP sales),7383,2003.0,0.0,0.0,0.21,0.01,0.21
NBA,7326,2005.0,0.2,0.0,0.0,0.02,0.21
Breakaway IV,7372,0.0,0.2,0.01,0.0,0.0,0.21
Prince of Persia: Revelations,7397,2005.0,0.18,0.01,0.0,0.02,0.21
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,7487,2011.0,0.0,0.0,0.21,0.0,0.21
J-League Winning Eleven 10 + Europa League 06-07,7439,2006.0,0.0,0.0,0.21,0.0,0.21
Kung Fu Rider,7492,2010.0,0.06,0.1,0.01,0.04,0.21
Super Robot Taisen K,7452,2009.0,0.0,0.0,0.21,0.0,0.21
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,7429,2004.0,0.0,0.0,0.2,0.01,0.21
Power Rangers: Wild Force,7495,2002.0,0.15,0.05,0.0,0.0,0.21
PoPoLoCrois Monogatari II,7428,2000.0,0.0,0.0,0.2,0.01,0.21
Deus Ex: The Conspiracy,7432,2002.0,0.1,0.08,0.0,0.03,0.21
JSRF: Jet Set Radio Future,7443,2002.0,0.13,0.04,0.03,0.01,0.21
Summer Athletics: The Ultimate Challenge,22297,4016.0,0.02,0.01,0.0,0.18,0.21
Unreal II: The Awakening,7433,2004.0,0.17,0.04,0.0,0.01,0.21
Shrek: Reekin' Havoc,7440,2003.0,0.15,0.06,0.0,0.0,0.21
SingStar: Back to the 80s,7323,2011.0,0.0,0.16,0.0,0.05,0.21
ClayFighter 63 1/3,7413,1997.0,0.17,0.04,0.0,0.0,0.21
Bugs Bunny & Taz: Time Busters,7489,2000.0,0.11,0.08,0.0,0.01,0.21
Coraline,36403,6027.0,0.15,0.04,0.0,0.01,0.21
uDraw Studio: Instant Artist,23363,4022.0,0.09,0.09999999999999999,0.0,0.02,0.21
Yoga Wii,7394,2009.0,0.15,0.05,0.0,0.02,0.21
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,7469,1998.0,0.0,0.0,0.19,0.01,0.21
I Spy: Castle,7458,2011.0,0.19,0.0,0.0,0.01,0.21
Maximo vs Army of Zin,7400,2003.0,0.1,0.08,0.0,0.03,0.21
Ghostbusters II,7371,0.0,0.2,0.01,0.0,0.0,0.21
Valkyria Chronicles III: Unrecorded Chronicles,7408,0.0,0.0,0.0,0.21,0.0,0.21
Yu Yu Hakusho: Dark Tournament,7353,0.0,0.1,0.08,0.0,0.03,0.21
Vampire Rain,7430,2007.0,0.18,0.0,0.01,0.01,0.21
Summoner 2,7405,2002.0,0.1,0.08,0.0,0.03,0.21
Solatorobo: Red the Hunter,7441,2010.0,0.08,0.04,0.07,0.01,0.21
Namco Museum Megamix,7402,2010.0,0.2,0.0,0.0,0.01,0.21
Tony Hawk's Motion,7451,2008.0,0.19,0.0,0.0,0.02,0.21
Heisei Kyouiku linkai DS,7471,2006.0,0.0,0.0,0.21,0.0,0.21
Wild Wild Racing,7347,2000.0,0.1,0.08,0.0,0.03,0.21
Threads of Fate,7427,1999.0,0.12,0.08,0.0,0.01,0.21
Heroes of Ruin,7419,2012.0,0.13,0.07,0.0,0.02,0.21
Gallop Racer 2003: A New Breed,7479,2002.0,0.04,0.03,0.12,0.01,0.21
Dragon Ball Z Hyper Dimension,7387,1995.0,0.0,0.0,0.21,0.0,0.21
Magician's Quest: Town of Magic,7348,2012.0,0.0,0.0,0.21,0.0,0.21
Quake III: Revolution,7381,2001.0,0.1,0.08,0.0,0.03,0.21
Tales of Phantasia: Narikiri Dungeon X,7442,2010.0,0.0,0.0,0.21,0.0,0.21
Cruis'n Exotica,7416,2000.0,0.17,0.04,0.0,0.0,0.21
Robotech: The Macross Saga,7352,2002.0,0.15,0.06,0.0,0.0,0.21
Bastard!! Utsuro Naru Kamigami no Utsuwa,7421,1996.0,0.0,0.0,0.2,0.01,0.21
Dorabase DS: Dramatic Stadium,7332,2007.0,0.0,0.0,0.21,0.0,0.21
Final Fantasy Fables: Chocobo's Dungeon,7330,2007.0,0.09,0.0,0.11,0.01,0.21
Just Dance: Greatest Hits,7438,2012.0,0.15,0.04,0.0,0.02,0.21
Afrika,7316,2008.0,0.12,0.0,0.08,0.01,0.21
Final Fight One,7475,2001.0,0.09,0.03,0.08,0.0,0.21
Tenchu: Return From Darkness,7365,2004.0,0.16,0.05,0.0,0.01,0.21
BeyBlade VForce: Super Tournament Battle,7481,2002.0,0.16,0.04,0.0,0.01,0.21
187: Ride or Die,21151,4010.0,0.12000000000000001,0.06999999999999999,0.0,0.02,0.21
MVP Baseball,7369,2005.0,0.2,0.0,0.0,0.02,0.21
StokEd,7447,2009.0,0.18,0.01,0.0,0.01,0.21
EVE: burst error,7334,1997.0,0.0,0.0,0.21,0.0,0.21
Disgaea D2: A Brighter Darkness,7436,2013.0,0.09,0.0,0.1,0.01,0.21
The Land Before Time: Big Water Adventure,7406,2002.0,0.12,0.08,0.0,0.01,0.21
The Fairly OddParents: Breakin' Da Rules,7401,2003.0,0.16,0.04,0.0,0.01,0.21
SpongeBob SquarePants: Game Boy Advance Video Volume 3,7472,2004.0,0.15,0.05,0.0,0.0,0.21
NOëL: NOT DiGITAL,7385,1996.0,0.0,0.0,0.2,0.01,0.21
Mortal Kombat: Special Forces,7453,2000.0,0.12,0.08,0.0,0.01,0.21
RealSports Baseball,7373,1981.0,0.2,0.01,0.0,0.0,0.21
Biohazard: Revival Selection,22872,4022.0,0.0,0.0,0.21,0.0,0.21
Barbie Fashion Show: An Eye for Style,7467,2008.0,0.19,0.0,0.0,0.02,0.21
F1 2001,21172,4002.0,0.12000000000000001,0.06999999999999999,0.0,0.02,0.21
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,7375,2011.0,0.1,0.03,0.07,0.01,0.21
Dragon Ball Z: Harukanaru Densetsu,7456,2007.0,0.19,0.0,0.0,0.02,0.21
Wedding Dash,7403,2009.0,0.2,0.0,0.0,0.01,0.21
Jaws: Ultimate Predator,20748,4022.0,0.2,0.0,0.0,0.02,0.21
Neo Contra,7368,2004.0,0.1,0.08,0.0,0.03,0.21
Shin Megami Tensei: Persona 3 (jp sales),7459,2006.0,0.0,0.0,0.21,0.0,0.21
We Sing Robbie Williams,7335,2010.0,0.0,0.19,0.0,0.03,0.21
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,7355,2010.0,0.0,0.0,0.21,0.0,0.21
Gundam Breaker 3,20659,4032.0,0.0,0.0,0.21,0.0,0.21
Pandemonium!,7322,1996.0,0.12,0.08,0.0,0.01,0.21
Pro Yakyuu Greatest Nine '97,7328,1997.0,0.0,0.0,0.21,0.0,0.21
Star Trek: Legacy,23746,2006.0,0.14,0.04,0.0,0.02,0.21
Senran Kagura 2: Deep Crimson,7389,2014.0,0.09,0.03,0.08,0.01,0.21
Psychonauts,20770,4010.0,0.14,0.07,0.0,0.01,0.21
Rollcage,7448,1999.0,0.12,0.08,0.0,0.01,0.21
HBO Boxing,7393,2000.0,0.12,0.08,0.0,0.01,0.21
Rumble Racing,7434,2001.0,0.1,0.08,0.0,0.03,0.21
Front Mission 5: Scars of the War,7399,2005.0,0.0,0.0,0.21,0.0,0.21
Shaman King: Spirit of Shamans,7702,2002.0,0.0,0.0,0.18,0.01,0.2
San Francisco Rush 2049,7624,2000.0,0.16,0.04,0.0,0.0,0.2
Mary-Kate and Ashley: Girls Night Out,7502,2002.0,0.15,0.05,0.0,0.0,0.2
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,7715,2006.0,0.0,0.0,0.2,0.0,0.2
Pirates: The Legend of Black Kat,21375,4004.0,0.12000000000000001,0.060000000000000005,0.0,0.02,0.2
Discovery Kids: Pony Paradise,7501,2009.0,0.19,0.0,0.0,0.01,0.2
Namco Museum Vol.4,7657,1996.0,0.02,0.01,0.16,0.01,0.2
Samurai Spirits (CD),7555,1994.0,0.0,0.0,0.2,0.0,0.2
Shining Blade,7538,2012.0,0.0,0.0,0.2,0.0,0.2
Dragon Ball: Revenge of King Piccolo,7557,2009.0,0.13,0.03,0.03,0.02,0.2
Dexter's Lab Chess Challenge,7735,2002.0,0.14,0.05,0.0,0.0,0.2
Piglet's Big Game,36696,6009.0,0.13,0.060000000000000005,0.0,0.01,0.2
Saturday Night Speedway,7552,2004.0,0.1,0.08,0.0,0.03,0.2
Crazy Taxi 3: High Roller,7529,2002.0,0.14,0.04,0.02,0.01,0.2
Samurai Warriors 4: Empires,36667,6045.0,0.02,0.01,0.16,0.01,0.2
Countdown: The Game,21647,4018.0,0.0,0.19,0.0,0.01,0.2
Code of Princess,7631,2012.0,0.16,0.0,0.03,0.01,0.2
Demon Gaze,7730,2013.0,0.06,0.03,0.08,0.02,0.2
My Fitness Coach: Club,21651,4022.0,0.0,0.15000000000000002,0.0,0.05,0.2
Puzzle & Dragons X: God Chapter / Dragon Chapter,7674,2016.0,0.0,0.0,0.2,0.0,0.2
DarkStar One: Broken Alliance,7519,2010.0,0.11,0.08,0.0,0.02,0.2
Rocket Power: Zero Gravity Zone,7564,2003.0,0.14,0.05,0.0,0.0,0.2
SD Gundam GNext,7514,1995.0,0.0,0.0,0.2,0.0,0.2
My Secret World by Imagine,7665,2008.0,0.0,0.2,0.0,0.0,0.2
Deal or No Deal: The Banker is Back!,7547,2008.0,0.0,0.2,0.0,0.0,0.2
Dark Messiah of Might and Magic Elements,7530,2008.0,0.16,0.02,0.01,0.02,0.2
Ore no Shikabane o Koete Yuke,7701,2011.0,0.0,0.0,0.2,0.0,0.2
Shiren the Wanderer,7700,2008.0,0.08,0.0,0.11,0.01,0.2
Mobile Suit Gundam: Crossfire,7527,2006.0,0.06,0.0,0.14,0.01,0.2
Roadsters 99,7618,1999.0,0.06,0.13,0.0,0.01,0.2
Drift King Shutokou Battle '94,7537,1994.0,0.0,0.0,0.2,0.0,0.2
Salt Lake 2002,21792,4004.0,0.11000000000000001,0.07,0.0,0.02,0.2
Shining Hearts,7629,2010.0,0.0,0.0,0.2,0.0,0.2
Phantasy Star Online,7528,2000.0,0.0,0.0,0.2,0.0,0.2
Fairy Fencer F,7539,2013.0,0.05,0.05,0.09,0.02,0.2
Ridge Racer 6,7592,2005.0,0.1,0.02,0.07,0.01,0.2
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,7578,1996.0,0.0,0.0,0.2,0.0,0.2
NCAA Final Four 2004,7614,2003.0,0.1,0.08,0.0,0.03,0.2
My Fitness Coach 2: Exercise and Nutrition,7520,2009.0,0.14,0.04,0.0,0.02,0.2
Shutter Island,7728,2009.0,0.0,0.17,0.0,0.03,0.2
Buzz! The Schools Quiz,7522,2008.0,0.0,0.02,0.0,0.19,0.2
We Wish You A Merry Christmas,7652,2009.0,0.14,0.04,0.0,0.02,0.2
Spectrobes: Origins,7558,2009.0,0.16,0.02,0.0,0.02,0.2
The Bachelor: The Videogame,21545,4020.0,0.18,0.0,0.0,0.02,0.2
The Cheetah Girls: Passport to Stardom,7658,2008.0,0.18,0.0,0.0,0.01,0.2
Ken to Mahou to Gakuen Mono. 3,21487,4020.0,0.0,0.0,0.2,0.0,0.2
The Con,7633,2005.0,0.18,0.0,0.0,0.02,0.2
The Fairly Odd Parents: Enter the Cleft,7706,2002.0,0.14,0.05,0.0,0.0,0.2
The Guy Game,21356,4008.0,0.12000000000000001,0.07,0.0,0.02,0.2
Ogre Battle Saga Episode Five: The March of the Black Queen,7591,1996.0,0.06,0.04,0.09,0.01,0.2
Harvest Moon: More Friends of Mineral Town,7573,2003.0,0.14,0.05,0.0,0.0,0.2
Big League Sports: Summer,21206,4018.0,0.19,0.0,0.0,0.02,0.2
Beyblade: Metal Fusion - Battle Fortress,7725,2009.0,0.15,0.0,0.03,0.01,0.2
Beyblade G-Revolution,7505,2004.0,0.15,0.05,0.0,0.0,0.2
Speed Punks,7605,1998.0,0.11,0.08,0.0,0.01,0.2
Just Dance 2: Extra Songs,7531,2011.0,0.0,0.17,0.0,0.03,0.2
Battle of Giants: Dinosaurs Strike,7498,2010.0,0.15,0.04,0.0,0.02,0.2
Tetris Worlds (Online Edition),7686,2003.0,0.15,0.04,0.0,0.01,0.2
The Ultimate Red Ball Challenge,7541,2009.0,0.0,0.19,0.0,0.01,0.2
Magical ZhuZhu Princess: Carriages & Castles,7630,2011.0,0.14,0.04,0.0,0.02,0.2
Jissen Pachi-Slot Hisshouhou! Aladdin A,7635,2002.0,0.0,0.0,0.2,0.0,0.2
Jillian Michaels' Fitness Adventure,7548,2011.0,0.17,0.02,0.0,0.01,0.2
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,21167,4022.0,0.0,0.0,0.2,0.0,0.2
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,7544,2003.0,0.0,0.0,0.2,0.0,0.2
Nobunaga no Yabou: Reppuuden,7639,1999.0,0.0,0.0,0.19,0.01,0.2
World Championship Cards,7508,2008.0,0.19,0.0,0.0,0.02,0.2
Mahjongg Mysteries: Ancient Egypt,7608,2010.0,0.07,0.11,0.0,0.02,0.2
Fatal Frame,21685,4003.0,0.11000000000000001,0.06999999999999999,0.0,0.02,0.2
Fast Food Panic,21332,4019.0,0.19,0.0,0.0,0.01,0.2
Tom Clancy's Splinter Cell: Essentials,7685,2006.0,0.17,0.01,0.0,0.02,0.2
Tom and Jerry in House Trap,7710,2000.0,0.11,0.07,0.0,0.01,0.2
Disney's Tarzan,7621,2000.0,0.16,0.04,0.0,0.0,0.2
Bleach: The 3rd Phantom,7668,2008.0,0.1,0.02,0.07,0.01,0.2
Soccer Tsuku: Pro Soccer Club o Tsukurou!,21396,4026.0,0.0,0.0,0.2,0.0,0.2
CandyLand / Chutes & Ladders / Memory,7535,2005.0,0.15,0.05,0.0,0.0,0.2
Looney Tunes: Space Race,7694,2002.0,0.1,0.08,0.0,0.03,0.2
CSI: Unsolved!,7612,2010.0,0.13,0.06,0.0,0.02,0.2
State of Decay,7550,2015.0,0.14,0.05,0.0,0.02,0.2
Neighborhood Games,7569,2009.0,0.17,0.02,0.0,0.01,0.2
FlatOut 2,22153,4012.0,0.11,0.06999999999999999,0.0,0.02,0.2
Suikoden Tactics,7524,2005.0,0.06,0.05,0.07,0.02,0.2
Super Baseball Simulator 1.000,7690,1991.0,0.0,0.0,0.2,0.0,0.2
Super Dodge Ball Advance,7590,2001.0,0.14,0.05,0.0,0.0,0.2
Call of Juarez,24001,4013.0,0.14,0.03,0.0,0.01,0.2
Le Mans 24 Hours,7565,2001.0,0.09,0.07,0.02,0.02,0.2
Camping Mama: Outdoor Adventures,7579,2011.0,0.13,0.06,0.0,0.02,0.2
Langrisser III,7554,1996.0,0.0,0.0,0.2,0.0,0.2
7th Dragon 2020,7583,2011.0,0.0,0.0,0.2,0.0,0.2
Super Robot Taisen 64,7625,1999.0,0.0,0.0,0.2,0.0,0.2
Tekken 3D: Prime Edition,7546,2012.0,0.06,0.08,0.05,0.01,0.2
Yoru no Nai Kuni,36917,6045.0,0.0,0.0,0.2,0.0,0.2
MC Groovz Dance Craze,7708,2004.0,0.15,0.04,0.0,0.01,0.2
MDK,7599,1997.0,0.11,0.08,0.0,0.01,0.2
Kurohyou 2: Ryu ga Gotoku Ashura Hen,7580,2012.0,0.0,0.0,0.2,0.0,0.2
Bound By Flame,24305,4028.0,0.07,0.09,0.0,0.04,0.2
Taiko Drum Master,7680,2004.0,0.1,0.08,0.0,0.03,0.2
Frogger 3D,7513,2011.0,0.16,0.03,0.0,0.01,0.2
Taiko no Tatsujin: Go! Go! Godaime,7679,2004.0,0.0,0.0,0.2,0.0,0.2
Taiko no Tatsujin: Waku Waku Anime Matsuri,7585,2003.0,0.0,0.0,0.2,0.0,0.2
MX World Tour Featuring Jamie Little,22404,4010.0,0.11,0.08,0.0,0.02,0.2
Spore Hero Arena,7672,2009.0,0.18,0.0,0.0,0.01,0.2
Body and Brain Connection,7598,2010.0,0.1,0.08,0.0,0.02,0.2
Body Harvest,7623,1998.0,0.16,0.04,0.0,0.0,0.2
Atelier Shallie: Alchemists of the Dusk Sea,7540,2014.0,0.06,0.05,0.08,0.02,0.2
Magical Tetris Challenge,7619,1997.0,0.13,0.02,0.05,0.0,0.2
Lord of Apocalypse,21321,4022.0,0.0,0.0,0.2,0.0,0.2
Trade & Battle: Card Hero,7507,2000.0,0.0,0.0,0.2,0.0,0.2
Chronicles of Mystery: Curse of the Ancient Temple,7510,2009.0,0.07,0.11,0.0,0.02,0.2
Treasure Hunter G,7646,1996.0,0.0,0.0,0.2,0.0,0.2
Wing Arms,7649,1994.0,0.0,0.0,0.2,0.0,0.2
101-in-1 Explosive Megamix,7712,2008.0,0.05,0.13,0.0,0.02,0.2
Ar Nosurge: Ode to an Unborn Star,22429,4028.0,0.05,0.04,0.1,0.02,0.2
Army Men: Green Rogue,21590,4002.0,0.1,0.07,0.0,0.02,0.2
Family Guy,7717,2006.0,0.18,0.0,0.0,0.02,0.2
Go Play: Lumberjacks,7693,2009.0,0.18,0.0,0.0,0.01,0.2
IHRA Drag Racing 2004,7628,2003.0,0.15,0.04,0.0,0.01,0.2
Twisted Edge Extreme Snowboarding,7620,1998.0,0.16,0.04,0.0,0.0,0.2
Margot's Word Brain,21312,4016.0,0.19,0.0,0.0,0.02,0.2
Untold Legends: Dark Kingdom,7647,2006.0,0.14,0.02,0.02,0.02,0.2
Sloane to MacHale no Nazo no Monogatari,7518,2009.0,0.0,0.0,0.2,0.0,0.2
Famista 64,7617,0.0,0.0,0.0,0.17,0.03,0.2
Imagine: Babyz Fashion,7586,2009.0,0.19,0.0,0.0,0.01,0.2
UFC: Tapout,7719,2002.0,0.14,0.05,0.0,0.01,0.2
Aikatsu! Cinderella Lesson,7720,2012.0,0.0,0.0,0.2,0.0,0.2
International Superstar Soccer 2000,7533,2000.0,0.0,0.0,0.2,0.0,0.2
Treasure World,7596,2009.0,0.19,0.0,0.0,0.01,0.2
All Star Pro-Wrestling,7570,2000.0,0.0,0.0,0.2,0.0,0.2
Total War: Shogun 2 - Fall of the Samurai,7643,2012.0,0.07,0.1,0.0,0.03,0.2
Snowboard Kids,7626,1996.0,0.16,0.04,0.0,0.0,0.2
"Ni Hao, Kai-lan: New Year's Celebration",7594,2009.0,0.19,0.0,0.0,0.01,0.2
Mana Khemia 2: Fall of Alchemy,7733,2008.0,0.07,0.05,0.05,0.02,0.2
Way of the Samurai 4,7571,2011.0,0.0,0.03,0.16,0.01,0.2
Horrid Henry: Missions of Mischief,23547,4020.0,0.01,0.16999999999999998,0.0,0.02,0.19999999999999998
NBA Starting Five,23166,2002.0,0.11,0.08,0.0,0.02,0.19999999999999998
AirForce Delta Storm,23057,4003.0,0.16,0.05,0.0,0.01,0.19999999999999998
Sacred 3,37614,6042.0,0.06,0.1,0.02,0.03,0.19999999999999998
Full Auto 2: Battlelines,24421,4013.0,0.14,0.03,0.0,0.02,0.19
Taiko no Tatsujin: Wii U Version!,7919,2013.0,0.0,0.0,0.19,0.0,0.19
Story of Seasons: Good Friends of the Three Villages,7814,2016.0,0.0,0.0,0.19,0.0,0.19
Frogger's Adventures 2: The Lost Wand,7855,2002.0,0.14,0.05,0.0,0.0,0.19
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,7784,2015.0,0.0,0.0,0.19,0.0,0.19
EverQuest Online Adventures: Frontiers,7991,2003.0,0.09,0.07,0.0,0.02,0.19
Samurai Warriors: State of War,7986,2005.0,0.07,0.0,0.11,0.01,0.19
Criminal Girls: Invite Only,21771,4023.0,0.04,0.02,0.12,0.02,0.19
NCAA Final Four 2003,7775,2002.0,0.09,0.07,0.0,0.02,0.19
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",7859,2009.0,0.0,0.0,0.19,0.0,0.19
Might & Magic: Clash of Heroes,7809,2009.0,0.16,0.02,0.0,0.01,0.19
Momotarou Dentetsu World,7933,2010.0,0.0,0.0,0.19,0.0,0.19
Active Health with Carol Vorderman,7903,2009.0,0.0,0.18,0.0,0.01,0.19
Dragon Blade: Wrath of Fire,7982,2007.0,0.17,0.0,0.0,0.01,0.19
Doctor Who: Return to Earth,7935,2010.0,0.0,0.16,0.0,0.02,0.19
Tales of the World: Narikiri Dungeon 2,7818,2002.0,0.0,0.0,0.19,0.0,0.19
Tamagotchi Party On!,7889,2006.0,0.12,0.0,0.06,0.01,0.19
Riviera: The Promised Land,21455,4010.0,0.14,0.03,0.02,0.01,0.19
Monster 4x4: Stunt Racer,7854,2009.0,0.18,0.0,0.0,0.01,0.19
Culdcept,23236,4014.0,0.01,0.01,0.16,0.0,0.19
Alien Hominid,21542,4008.0,0.12000000000000001,0.06,0.0,0.01,0.19
Arc Rise Fantasia,7754,2009.0,0.13,0.0,0.06,0.01,0.19
We Dance,7937,2011.0,0.0,0.17,0.0,0.02,0.19
Don Bradman Cricket 14,55121,8058.0,0.01,0.16,0.0,0.02,0.19
Frequency,7844,2001.0,0.09,0.07,0.0,0.02,0.19
Dinotopia: The Timestone Pirates,7767,2002.0,0.14,0.05,0.0,0.0,0.19
Descent,7799,1996.0,0.11,0.07,0.0,0.01,0.19
Saint Seiya: Soldiers' Soul,22496,4030.0,0.0,0.09,0.08,0.02,0.19
Whiplash,22323,4006.0,0.1,0.060000000000000005,0.0,0.02,0.19
Hidden Mysteries: Vampire Secrets,7788,2010.0,0.06,0.11,0.0,0.02,0.19
Allied General,7829,1996.0,0.11,0.07,0.0,0.01,0.19
Bubsy 3D,7959,1996.0,0.1,0.07,0.0,0.01,0.19
La Pucelle: Tactics,7983,2002.0,0.09,0.07,0.0,0.02,0.19
Naruto: Ninja Destiny,7838,2006.0,0.02,0.01,0.16,0.0,0.19
SD Gundam GX,7964,1994.0,0.0,0.0,0.19,0.0,0.19
Hexen,7861,1996.0,0.15,0.04,0.0,0.0,0.19
Super Real Mahjong P V,7954,1995.0,0.0,0.0,0.19,0.0,0.19
Hyperdevotion Noire: Goddess Black Heart,7860,2014.0,0.08,0.02,0.06,0.03,0.19
Crash & Spyro Superpack,7945,2005.0,0.13,0.05,0.0,0.0,0.19
Warhammer: Shadow of the Horned Rat,7879,1996.0,0.11,0.07,0.0,0.01,0.19
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,7890,2006.0,0.0,0.0,0.19,0.0,0.19
Arcade Shooting Gallery,7739,2008.0,0.18,0.0,0.0,0.01,0.19
Sudoku Gridmaster (JP sales),7917,2006.0,0.0,0.0,0.19,0.0,0.19
Breath of Fire: Dragon Quarter,7791,2002.0,0.09,0.07,0.0,0.02,0.19
Sudeki,7856,2004.0,0.14,0.04,0.0,0.01,0.19
Super Robot Taisen: Scramble Commander,7796,2003.0,0.0,0.0,0.19,0.0,0.19
Valhalla Knights 3,7888,2013.0,0.04,0.01,0.12,0.01,0.19
Parlor! Mini 4,7759,1996.0,0.0,0.0,0.19,0.0,0.19
Kuma-Tomo,7953,2013.0,0.0,0.0,0.19,0.0,0.19
428: Fuusa Sareta Shibuya de,38316,6026.0,0.0,0.0,0.19,0.0,0.19
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,7756,2005.0,0.0,0.0,0.19,0.0,0.19
Rise of the Kasai,7930,2005.0,0.09,0.07,0.0,0.02,0.19
